fit,route,acronym,title,scheme,start,end,ec_contribution,coordinator,coord_country,coord_city,coord_url,coord_contact_form,n_partners,partner_institutions,tags,cordis_url
6,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",MILITENCE,From MILITary ENClosures to civic spatial practices in Estonian islands Saaremaa and Hiiumaa,HORIZON-TMA-MSCA-PF-EF,2026-07-01,2028-06-30,"230184,72",AKADEMIE DER BILDENDEN KUNSTE WIEN,AT,Wien,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/989289809/101280478,0,,"language,biodiv",https://cordis.europa.eu/project/id/101280478
6,PI-HELD GRANT - cold outreach to coordinator,CHINACADEMY,Art Academies in China: Global Histories and Institutional Practices,HORIZON-ERC,2023-09-01,2028-08-31,1955208,FREIE UNIVERSITAET BERLIN,DE,BERLIN,http://www.fu-berlin.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999994826/101043504,0,,"language,biodiv",https://cordis.europa.eu/project/id/101043504
6,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",BIOFICTION,Biodiversity in Fiction,HORIZON-TMA-MSCA-PF-EF,2026-10-01,2028-09-30,"230184,72",UNIVERSITAT WIEN,AT,WIEN,http://www.univie.ac.at,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999866883/101267067,0,,"language,biodiv",https://cordis.europa.eu/project/id/101267067
6,PI-HELD GRANT - cold outreach to coordinator,MAKEBELIEF,"The Religious Politics of Theme Parks in the 21st century: Imagineering Religion, Heritage and National Sentiments",HORIZON-ERC,2023-12-01,2028-11-30,1996729,KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW,NL,AMSTERDAM,http://www.hubrecht.eu/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999518362/101089113,0,,"language,media",https://cordis.europa.eu/project/id/101089113
6,PI-HELD GRANT - cold outreach to coordinator,BeValue,From Behavior to Values: An Unexplored Process of Personal Value Development,HORIZON-ERC,2024-01-01,2028-12-31,2000000,THE HEBREW UNIVERSITY OF JERUSALEM,IL,Jerusalem,http://www.huji.ac.il,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975038/101087000,0,,"language,media",https://cordis.europa.eu/project/id/101087000
6,PI-HELD GRANT - cold outreach to coordinator,ENTICE,"ENhanced understanding of Trade Impacts on Climate, industries, and the Environment",HORIZON-RIA,2025-01-01,2028-12-31,"5986157,5",E3-MODELLING AE,EL,ATHINA,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/937657194/101184775,15,"FONDAZIONE CENTRO EURO-MEDITERRANEOSUI CAMBIAMENTI CLIMATICI (IT) | WUPPERTAL INSTITUT FUR KLIMA, UMWELT, ENERGIE GGMBH (DE) | FUNDACJA INSTYTUT REFORM (PL) | STICHTING VU (NL) | HOLISTIC IKE (EL) | ENEXTGEN S.R.L. (IT) | UNIVERSITY OF SOUTHAMPTON (UK) | UNIVERSITA DEGLI STUDI DI VERONA (IT) | SEURECO SOCIETE EUROPEENNE D'ECONOMIE SARL (FR) | EREVNITIKO PANEPISTIMIAKO INSTITOUTO SYSTIMATON EPIKOINONION KAI YPOLOGISTON (EL) | POLITECNICO DI MILANO (IT) | TRUSTEES OF PURDUE UNIVERSITY (US) | ZEW - LEIBNIZ-ZENTRUM FUR EUROPAISCHE WIRTSCHAFTSFORSCHUNG GMBH MANNHEIM (DE) | UNIVERSITEIT UTRECHT (NL) | ORDECSYS SARL (CH)","language,biodiv",https://cordis.europa.eu/project/id/101184775
6,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",L.I.A.N.A.S.,"L.I.A.N.A.S. - Looking at Italian Africa Nature, Animals and Safari",HORIZON-TMA-MSCA-PF-GF,2026-01-01,2028-12-31,"420751,08",UNIVERSITA DEGLI STUDI DI FIRENZE,IT,Florence,http://www.unifi.it/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999895789/101205469,2,UNIVERSITY OF HOUSTON SYSTEM (US) | ADDIS ABABA UNIVERSITY (ET),"language,media",https://cordis.europa.eu/project/id/101205469
6,PI-HELD GRANT - cold outreach to coordinator,LEVER,"Our sustainabLe futurE, the ValuEs that dRive it, and how to get there",HORIZON-ERC,2024-02-01,2029-01-31,1222194,UNIVERSITAET KASSEL,DE,KASSEL,http://www.uni-kassel.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999852624/101077855,0,,"language,biodiv",https://cordis.europa.eu/project/id/101077855
6,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",Beyond Extraction,"Beyond Extraction: A Relational Approach to Exploitation, Governance, and Systemic Transformation in Global Extraction Frontiers",HORIZON-TMA-MSCA-PF-EF,2027-02-01,2029-01-31,216240,UNIVERSITEIT ANTWERPEN,BE,Antwerpen,http://www.ua.ac.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999902870/101282131,0,,"language,media",https://cordis.europa.eu/project/id/101282131
6,PI-HELD GRANT - cold outreach to coordinator,HERITWIN,Cultural Heritage Digital Twins,HORIZON-IA,2026-09-01,2029-02-28,"3889366,96",NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NO,Trondheim,http://www.ntnu.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977851/101287315,16,UNIVERSIDADE DA CORUNA (ES) | DIGITAL CATAPULT (UK) | HAFENSTROM AS (NO) | FORENINGEN SVENSK FORM (SE) | ETAIREIA MELETON YPIRESION KAI LOGISMIKOU GEOCHORIKIS PLIROFORIAS I.K.E. (EL) | ANYSOLUTION SL (ES) | INLECOM INNOVATION ASTIKI MI KERDOSKOPIKI ETAIREIA (EL) | ECLIPSE FOUNDATION EUROPE GMBH (DE) | 3D Interactive Sthlm AB (SE) | TRIALOG (FR) | TBC as (NO) | of Us AB (SE) | TELEMARK FYLKESKOMMUNE (NO) | Digital Twin Sustainable Cities Insamlingsstiftelse (SE) | Flax & Teal Limited (UK) | EFOREIA ARCHAIOTITON CHALKIDIKIS KAI AGIOU OROUS (EL),"language,biodiv",https://cordis.europa.eu/project/id/101287315
6,PI-HELD GRANT - cold outreach to coordinator,ChrIs-cross,Entangled Christianities in Jerusalem and the Middle East: A cross-cultural bottom-up approach (12th-16th centuries),HORIZON-ERC,2024-06-01,2029-05-31,1997676,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,PARIS,http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101124193,1,INSTITUT FRANCAIS D'ARCHEOLOGIE ORIENTALE DU CAIRE (EG),"language,biodiv",https://cordis.europa.eu/project/id/101124193
6,PI-HELD GRANT - cold outreach to coordinator,BloomEra,A thematic network to bloom the farmers’ income by innovative agricultural systems for arable crops and by the circular use of their agricultural residues,HORIZON-CSA,2026-06-01,2029-05-31,2999875,CENTRE FOR RENEWABLE ENERGY SOURCES AND SAVING FONDATION,EL,PIKERMI,http://www.cres.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999646014/101295871,18,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA (IT) | LANDESKAMMER FUER LAND UND FORTWIRTSCHAFT IN STEIERMARK (AT) | UNIWERSYTET PRZYRODNICZY W POZNANIU (PL) | AIADAC LTD (CY) | COOPERATIVAS AGRO-ALIMENTARIAS DE ESPANA U DE COOP SOCIEDAD COOPERATIVA (ES) | FEDERACIÓN ARAGONESA DE COOPERATIVAS AGRARIAS (ES) | CONSIGLIO PER LA RICERCA IN AGRICOLTURA E L'ANALISI DELL'ECONOMIA AGRARIA (IT) | LATVIJAS VALSTS MEZZINATNES INSTITUTS SILAVA (LV) | CONSORZIO ITALIANO COMPOSTATORI (IT) | AGROTRANSILVANIA CLUSTER (RO) | ILIOS SYMVOULEFTIKI E.E. (EL) | EUROPEAN CONSERVATION AGRICULTURE FEDERATION (BE) | UNIVERSIDADE NOVA DE LISBOA (PT) | LATVIJAS BIOZINATNU UN TEHNOLOGIJU UNIVERSITATE (LV) | KOINONIKI SYNETARISTIKI EPICHEIRISI SYLOGIKIS KAI KOINONIKIS OFELEIAS  AGRIMA (EL) | UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA CLUJ NAPOCA (RO) | CENTRE NATIONAL D'AGROECOLOGIE (FR) | INSTITUT D ECONOMIE SCIENTIFIQUE ET DE GESTION (FR),"language,biodiv",https://cordis.europa.eu/project/id/101295871
6,PI-HELD GRANT - cold outreach to coordinator,MITHOS,"INNOVATIVE DECISION-MAKING TOOL FOR THE FEDERATED MONITORING, RE-DESIGN AND CONSERVATION OF MULTIMODAL TRANSPORT INFRASTRUCTURES",HORIZON-IA,2025-08-01,2029-07-31,"5000201,25",ASOCIACION CENTRO TECNOLOGICO CEIT,ES,SAN SEBASTIAN,http://www.ceit.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999605662/101202959,13,DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV (DE) | ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS (EL) | EMISIA SA (EL) | AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH (AT) | PRAGUE ADVANCED TECHNOLOGY AND RESEARCH INNOVATION CENTER AS (CZ) | IFP Energies nouvelles (FR) | UNIVERSITAT LINZ (AT) | KEITA MOBILITY FACTORY SL (ES) | TECHNISCHE HOCHSCHULE INGOLSTADT (DE) | ASOCIACION CLUSTER DE MOVILIDAD Y LOGISTICA DE EUSKADI (ES) | FREIE UND HANSESTADT HAMBURG (DE) | AYUNTAMIENTO DE BILBAO (ES) | ORGANISMOS SYGKOINONIAKOY ERGOU THESSALONIKIS ANONYMI ETAIRIA (EL),"language,biodiv",https://cordis.europa.eu/project/id/101202959
6,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",DOC-CULT,Documentary Culture and Empire in the Southern Levant: The Case of Early Judaism,HORIZON-TMA-MSCA-PF-EF,2027-09-01,2029-08-31,"260347,92",THE UNIVERSITY OF EDINBURGH,UK,Edinburgh,http://www.ed.ac.uk/home,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974941/101270238,0,,"language,media",https://cordis.europa.eu/project/id/101270238
6,PI-HELD GRANT - cold outreach to coordinator,EOSC AIssistant,Agentic GenAI Open Research Assistant,HORIZON-RIA,2026-09-01,2029-08-31,"9174788,25",TECHNISCHE INFORMATIONSBIBLIOTHEK (TIB),DE,HANNOVER,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/925088419/101292566,11,INSTYTUT CHEMII BIOORGANICZNEJ POLSKIEJ AKADEMII NAUK (PL) | GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER (DE) | UNIVERSITA DEGLI STUDI DI CAGLIARI (IT) | INSTITUT MIHAJLO PUPIN (RS) | THE OPEN UNIVERSITY (UK) | LAION E.V. (DE) | ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON (EL) | THE UNIVERSITY OF MANCHESTER (UK) | TECHNISCHE UNIVERSITEIT EINDHOVEN (NL) | OFFIS EV (DE) | STICHTING NATURALIS BIODIVERSITY CENTER (NL),"language,biodiv",https://cordis.europa.eu/project/id/101292566
6,PI-HELD GRANT - cold outreach to coordinator,DELaw,Degrowth through Energy Law: Using the legal framework for electricity batteries in Europe to achieve a degrowth-focused energy law,HORIZON-ERC,2025-01-01,2029-09-30,1425000,FUNDACION FUNDECYT - PARQUE CIENTIFICO Y TECNOLOGICO DE EXTREMADURA,ES,BADAJOZ,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951026025/101163065,0,,"language,biodiv",https://cordis.europa.eu/project/id/101163065
6,PI-HELD GRANT - cold outreach to coordinator,BioDiMoBot,Autonomous Longtime Aquatic Biodiversity and Ecology Monitoring Robot,HORIZON-IA,2025-01-01,2029-12-31,"7999593,75",UNIVERSITAET GRAZ,AT,GRAZ,http://www.uni-graz.at,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999873188/101181363,6,SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO S ANNA (IT) | UNIVERSITE LIBRE DE BRUXELLES (BE) | UNIVERSITY OF DURHAM (UK) | SYRION INSTITUT ZUR FORDERUNG SYSTEMISCHER FORSCHUNG UND INNOVATION (AT) | OESTERREICHISCHE BUNDESFORSTE AG (AT) | CARBON KAPTURE (MULROY BAY) LTD (UK),"language,biodiv",https://cordis.europa.eu/project/id/101181363
6,DOCTORAL NETWORK - structured PhD recruitment,UNVEIL,Unified Nondestructive Evaluation of Historical Artifacts,HORIZON-TMA-MSCA-DN,2026-03-01,2030-02-28,3704283,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,PARIS,http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101226363,20,UNIVERSITA DELLA CALABRIA (IT) | UNIVERSITY OF WARWICK (UK) | FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV (DE) | KATHOLIEKE UNIVERSITEIT LEUVEN (BE) | NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU (NO) | PROFILOCOLORE SRL (IT) | UNIVERSITY OF NEWCASTLE UPON TYNE (UK) | UNIVERSITAT TRIER (DE) | RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN (DE) | UNIVERSITE DE LORRAINE (FR) | TECHNISCHE UNIVERSITAET DRESDEN (DE) | CENTRO PER LA CONSERVAZIONE ED IL RESTAURO DEI BENI CULTURALI LA VENARIA REALE FONDAZIONE (IT) | UNIVERSITAET LEIPZIG (DE) | METZ METROPOLE Communauté d'Agglomération (FR) | S.T.Art-Test di S. Schiavone & C sas (IT) | Sofia Maria Facal Belli (ES) | Twiceout S.r.l. (IT) | UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA (IT) | UNIVERSITE PARIS-SACLAY (FR) | Great North Museum: Hancock (UK),"language,biodiv",https://cordis.europa.eu/project/id/101226363
6,PI-HELD GRANT - cold outreach to coordinator,RiDe,Rise and Demise of Industrial Modernity,HORIZON-ERC,2025-05-01,2030-04-30,1990195,TARTU ULIKOOL,EE,TARTU,http://www.ut.ee,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999895013/101170823,0,,"language,biodiv",https://cordis.europa.eu/project/id/101170823
6,PI-HELD GRANT - cold outreach to coordinator,VectorGrid-Africa,Establishing a Network of Permanent Observatories for Mosquitoes and Mosquito-Borne Diseases in East and Southern Africa (VectorGrid-Africa),HORIZON-JU-RIA,2025-09-01,2030-08-31,"6144095,73",UNIVERSITY OF GLASGOW,UK,Glasgow,http://www.gla.ac.uk/researchinstitutes/iii/staff/iainmcinnes/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974165/101190696,9,THE REGISTERED TRUSTEES OF THE IFAKARA HEALTH INSTITUTE (TZ) | GENOME RESEARCH LIMITED LBG (UK) | Institut Pasteur de Madagascar (MG) | WITS HEALTH CONSORTIUM (PTY) LTD (ZA) | FUNDACAO MANHICA (MZ) | UNIVERSIDADE EDUARDO MONDLANE (MZ) | KENYA MEDICAL RESEARCH INSTITUTE (KE) | UNIVERSITY OF NAIROBI (KE) | THE TECHNICAL UNIVERSITY OF KENYA (KE),"zoonotic,spatial",https://cordis.europa.eu/project/id/101190696
6,PI-HELD GRANT - cold outreach to coordinator,PEAT-GENIE,Simulating Management Decisions with Peatland Digital Twins and Generative AI,HORIZON-RIA,2026-09-01,2030-08-31,"8819099,35",GEOLOGIAN TUTKIMUSKESKUS,FI,Espoo,http://www.gtk.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999432614/101287905,19,"Geological Survey of Denmark and Greenland (DK) | TARTU ULIKOOL (EE) | RISE RESEARCH INSTITUTES OF SWEDEN AB (SE) | UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN (IE) | THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN (IE) | VSB - TECHNICAL UNIVERSITY OF OSTRAVA (CZ) | TURUN YLIOPISTO (FI) | UNIVERSITA DEGLI STUDI DI PARMA (IT) | BEAK CONSULTANTS GMBH (DE) | CSC-TIETEEN TIETOTEKNIIKAN KESKUS OY (FI) | E-SCIENCE EUROPEAN INFRASTRUCTURE FOR BIODIVERSITY AND ECOSYSTEM RESEARCH (ES) | WETLANDS INTERNATIONAL - EUROPEAN ASSOCIATION (NL) | NATURSTYRELSEN (DK) | Tapio Palvelut Oy (FI) | SIHTASUTUS EESTIMAA LOODUSE FOND (EE) | TEAGASC - AGRICULTURE AND FOOD DEVELOPMENT AUTHORITY (IE) | METSAHALLITUS (FI) | MAA- JA METSATALOUSMINISTERIO (MMM) (FI) | Sorø Kommune, TMD (DK)","language,biodiv",https://cordis.europa.eu/project/id/101287905
6,PI-HELD GRANT - cold outreach to coordinator,DROUGHT,Living with Drought: Human -Environment Relationships in Drying European Landscapes,HORIZON-ERC,2025-12-01,2030-11-30,1683750,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UK,Oxford,http://www.ox.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984350/101165175,1,UNIVERSITETET I OSLO (NO),"language,biodiv",https://cordis.europa.eu/project/id/101165175
6,DOCTORAL NETWORK - structured PhD recruitment,GLASS-CARE,Green Light for Advanced Solutions in Stained Glass Conservation and Application of Research and Education,HORIZON-TMA-MSCA-DN,2027-01-01,2030-12-31,"4525873,2",VRIJE UNIVERSITEIT BRUSSEL,BE,Bruxelles / Brussel,http://www.vub.ac.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999902094/101311557,17,UNIVERSITEIT ANTWERPEN (BE) | IDRYMA TECHNOLOGIAS KAI EREVNAS (EL) | NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU (NO) | Schweizerisches Nationalmuseum (CH) | UNIVERSIDADE NOVA DE LISBOA (PT) | UNIVERSITAT POLITECNICA DE CATALUNYA (ES) | UNIVERSITE PARIS XII VAL DE MARNE (FR) | POLITECHNIKA WARSZAWSKA (PL) | AKADEMIA SZTUK PIEKNYCH IM. EUGENIUSZA GEPPERTA WE WROCLAWIU (PL) | AVANTES BV (NL) | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS (FR) | J.M.Bonet vitralls S.L. (ES) | Joost CAEN BV (BE) | Spektralion AS (NO) | UNIVERSITE GUSTAVE EIFFEL (FR) | ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA (IT) | PANEPISTIMIO KRITIS (EL),"language,biodiv",https://cordis.europa.eu/project/id/101311557
6,PI-HELD GRANT - cold outreach to coordinator,SustainCARE,Climate-Conscious Conservation of Documentary Heritage: An Integrated Multiscale Modelling Approach,HORIZON-ERC,2026-02-01,2031-01-31,2265860,UNIVERSITAT FUR ANGEWANDTE KUNST WIEN,AT,Wien,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999542321/101220359,0,,"media,biodiv",https://cordis.europa.eu/project/id/101220359
6,PI-HELD GRANT - cold outreach to coordinator,AGRINEXT,Next-Generation Skills and Knowledge Ecosystems for Competitive and Sustainable Farming,HORIZON-RIA,2026-10-01,2031-03-31,"7887949,6",GEOPONIKO PANEPISTIMION ATHINON,EL,ATHINA,http://www.aua.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999872218/101295606,20,"WHITE RESEARCH SRL (BE) | POLITISTIKI KLIRONOMIA EREVNA KAINOTOMIA KAI VIOSIMI ANAPTYXI MONOPROSOPI IKE (EL) | AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA (IT) | AGRICULTURAL APPLICATIONS IKE (EL) | BIOECONOMY CLUSTER (SK) | EUROPEAN RURAL DEVELOPMENT NETWORK (PL) | Czech Organics, s.r.o. (CZ) | OZYEGIN UNIVERSITESI (TR) | INNOVARUM SL (ES) | ETRA INVESTIGACION Y DESARROLLO SA (ES) | UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN (IE) | ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS (EL) | MSCOMM ANONYMI ETAIREIA DIAFIMISTIKON EMPORIKON YPIRESION (EL) | EIGEN VERMOGEN VAN HET INSTITUUT VOOR LANDBOUW- EN VISSERIJONDERZOEK (BE) | LAND MANAGEMENT INSTITUTE OF THE NATIONAL ACADEMY OF AGRARIAN SCIENCES OF UKRAINE (UA) | ODYC (BE) | AGRODIATROFIKI SYMPRAXI PERIFEREIAS THESSALIAS A.M.K.E. (EL) | INSTITUT ZNALOSTNEHO PODOHOSPODARSTVA A INOVACII (SK) | MREZHA ZA RURALEN RAZVOJ NA SEVERNA MAKEDONIJA (MK) | CATALINK LIMITED (CY)","language,biodiv",https://cordis.europa.eu/project/id/101295606
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",Nano-LYTAC,Nanotherapeutic platform for lysosomal targeted technology,HORIZON-TMA-MSCA-PF-EF,2026-01-12,2028-01-11,"207758,16",UNIVERZITA PALACKEHO V OLOMOUCI,CZ,Olomouc,http://www.upol.cz,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999649506/101211450,1,UNIVERZITA KARLOVA (CZ),trade,https://cordis.europa.eu/project/id/101211450
5,PI-HELD GRANT - cold outreach to coordinator,DETOXPEST,Towards increased biosafety for non-target insects - Damage-activated proteolysis to selectively enhance toxicity of pesticides,HORIZON-ERC,2023-02-01,2028-01-31,1999720,SVERIGES LANTBRUKSUNIVERSITET,SE,Uppsala,http://www.slu.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999887350/101044878,0,,trade,https://cordis.europa.eu/project/id/101044878
5,DOCTORAL NETWORK - structured PhD recruitment,NESTOR,Next generation high-speed optical networks for metro access,HORIZON-TMA-MSCA-DN,2024-02-01,2028-01-31,"2564510,4",INFINERA UNIPESSOAL LDA,PT,CARNAXIDE,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/943750734/101119983,12,CORIANT R&D GMBH (DE) | POLITECNICO DI TORINO (IT) | UNIVERSITAT POLITECNICA DE CATALUNYA (ES) | TECHNISCHE UNIVERSITEIT EINDHOVEN (NL) | SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO S ANNA (IT) | ORANGE SA (FR) | BRITISH TELECOMMUNICATIONS PLC (UK) | SM OPTICS SRL (IT) | VPIPHOTONICS GMBH (DE) | Iscte - Instituto Universitário de Lisboa (PT) | ERICSSON TELECOMUNICAZIONI SPA (IT) | ASTON UNIVERSITY (UK),trade,https://cordis.europa.eu/project/id/101119983
5,PI-HELD GRANT - cold outreach to coordinator,TextaDNA,High-throughput oligonucleotide synthesis and NGS for Digital TEXT Storage And retrieval in DNA encapsulated nanofibers,HORIZON-EIC,2024-02-01,2028-01-31,2509125,ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN NANOCIENCIAS CIC NANOGUNE,ES,San Sebastian,http://www.nanogune.eu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999473160/101115292,1,EUROFINS GENOMICS FOOD-ENVIRONMENT-WHITE BIOTECH PRODUCTS AND SERVICES GMBH (DE),culturomics,https://cordis.europa.eu/project/id/101115292
5,PI-HELD GRANT - cold outreach to coordinator,POMP,Polar Ocean Mitigation Potential,HORIZON-RIA,2024-02-01,2028-01-31,"4847238,27",AARHUS UNIVERSITET,DK,Aarhus C,http://www.au.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997736/101136875,15,"AKVAPLAN NIVA AS (NO) | NORSK INSTITUTT FOR VANNFORSKNING STI (NO) | ALFRED-WEGENER-INSTITUT HELMHOLTZ-ZENTRUM FUR POLAR- UND MEERESFORSCHUNG (DE) | SYDDANSK UNIVERSITET (DK) | GRONLANDS NATURINSTITUT (GL) | SORBONNE UNIVERSITE (FR) | UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET (NO) | STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA (NO) | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS (FR) | SCITATION - SCIENCE COMMUNICATION,UNIPESSOAL LDA (PT) | UNIVERSITE LAVAL (CA) | THE UNIVERSITY OF MANITOBA (CA) | UNIVERSITE DU QUEBEC A RIMOUSKI (CA) | UNITED KINGDOM RESEARCH AND INNOVATION (UK) | THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS (UK)","biodiv,spatial",https://cordis.europa.eu/project/id/101136875
5,PI-HELD GRANT - cold outreach to coordinator,MOSAIC,Joined-up land use strategies tackling climate change and biodiversity loss,HORIZON-RIA,2023-09-01,2028-02-29,6654885,VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK N.V.,BE,Mol,http://www.vito.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999645238/101081238,19,"KARLSRUHER INSTITUT FUER TECHNOLOGIE (DE) | ADRAL - AGENCIA DE DESENVOLVIMENTO REGIONAL DO ALENTEJO SA (PT) | UNIVERSITEIT VAN AMSTERDAM (NL) | OPPLA EEIG (NL) | VLAAMSE LANDMAATSCHAPPIJ (BE) | KOBENHAVNS UNIVERSITET (DK) | EUROSITE THE EUROPEAN LAND CONSERVATION NETWORK (NL) | INSTITUTO SUPERIOR DE AGRONOMIA (PT) | UNIVERSIDADE NOVA DE LISBOA (PT) | INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT (FR) | EIGEN VERMOGEN VAN HET INSTITUUT VOOR LANDBOUW- EN VISSERIJONDERZOEK (BE) | ESSRG NONPROFIT KFT (HU) | EUROPEAN LANDOWNERS ORGANIZATION (BE) | EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK (BE) | WWF VILAG TERMESZETI ALAP MAGYARORSZAG ALAPITVANY (HU) | DEN DANSKE KLIMASKOVFOND (DK) | EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH (CH) | EIDGENOSSISCHE FORSCHUNGSANSTALT WSL (CH) | THE UNIVERSITY OF EDINBURGH (UK)","biodiv,spatial",https://cordis.europa.eu/project/id/101081238
5,PI-HELD GRANT - cold outreach to coordinator,i-RASE,Intelligent Radiation Sensor Readout System​,HORIZON-EIC,2024-03-01,2028-02-29,"3342833,75",DANMARKS TEKNISKE UNIVERSITET,DK,Kongens Lyngby,http://www.dtu.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999990655/101130550,4,EBERHARD KARLS UNIVERSITAET TUEBINGEN (DE) | INTEGRATED DETECTOR ELECTRONICS AS (NO) | POLITECNICO DI MILANO (IT) | KROMEK LIMITED (UK),culturomics,https://cordis.europa.eu/project/id/101130550
